// x, y, n_BG, n_sig C1N1 1000, n_sig C1C1 1000 
3200, 7600, 5516.85, 1.8844, 0.279219;
3200, 7700, 5225.78, 1.83573, 0.279219;
3200, 7800, 4934.71, 1.83573, 0.279219;
3200, 7900, 4546.61, 1.83573, 0.279219;
3200, 8000, 3783.94, 1.83573, 0.188611;
3200, 8100, 3298.82, 1.83573, 0;
3200, 8200, 2813.7, 1.83573, 0;
3200, 8300, 2328.58, 1.83573, 0;
3200, 8400, 2231.56, 1.83573, 0;
3200, 8500, 2037.51, 1.83573, 0;
3200, 8600, 1940.48, 1.83573, 0;
3200, 8700, 1552.39, 1.83573, 0;
3200, 8800, 1455.36, 1.83573, 0;
3200, 8900, 1164.29, 1.83573, 0;
3200, 9000, 1067.27, 1.83573, 0;
3200, 9100, 582.145, 1.83573, 0;
3200, 9200, 582.145, 1.83573, 0;
3200, 9300, 388.097, 1.83573, 0;
3200, 9400, 388.097, 1.83573, 0;
3200, 9500, 194.048, 0, 0;
3200, 9600, 0, 0, 0;
3200, 9700, 0, 0, 0;
3200, 9800, 0, 0, 0;
3200, 9900, 0, 0, 0;
3200, 10000, 194.048, 0, 0;
3300, 1000, 2.31475e+06, 8.89601, 3.59532;
3300, 2000, 814518, 8.86804, 3.59529;
3300, 3000, 603990, 8.72899, 3.56585;
3300, 3100, 599004, 8.72847, 3.52873;
3300, 3200, 563191, 8.68726, 3.52777;
3300, 3300, 526016, 8.65609, 3.52158;
3300, 3400, 496306, 8.55367, 3.47923;
3300, 3500, 410976, 8.48546, 3.46818;
3300, 3600, 380859, 8.46794, 3.39287;
3300, 3700, 324933, 7.66949, 3.37764;
3300, 3800, 287729, 7.6555, 3.26802;
3300, 3900, 276377, 7.42288, 2.89951;
3300, 4000, 233547, 7.18878, 2.84808;
3300, 4100, 191770, 6.68186, 2.60695;
3300, 4200, 156312, 6.681, 2.59331;
3300, 4300, 144490, 6.54184, 2.55973;
3300, 4400, 139652, 5.90008, 2.45801;
3300, 4500, 122261, 5.90008, 2.38715;
3300, 4600, 108706, 5.86943, 2.38108;
3300, 4700, 102364, 5.21604, 2.08971;
3300, 4800, 94642.8, 5.10257, 2.06775;
3300, 4900, 81995.8, 5.10247, 1.91265;
3300, 5000, 74635.5, 4.76017, 1.91264;
3300, 5100, 66512.5, 4.57956, 1.91235;
3300, 5200, 60510, 4.57956, 1.67782;
3300, 5300, 54119.4, 4.57956, 1.67041;
3300, 5400, 49074.2, 4.57956, 1.67041;
3300, 5500, 44417, 4.31128, 1.5124;
3300, 5600, 40050.9, 4.31128, 1.5124;
3300, 5700, 35975.9, 4.28188, 1.51239;
3300, 5800, 32483, 3.22671, 1.41159;
3300, 5900, 29669.3, 3.22671, 1.37602;
3300, 6000, 26848.6, 2.59919, 1.20699;
3300, 6100, 24714.1, 2.59919, 1.20699;
3300, 6200, 21900.4, 2.59369, 1.20699;
3300, 6300, 19765.9, 2.59369, 1.19497;
3300, 6400, 18019.4, 2.59369, 1.19497;
3300, 6500, 16661.1, 2.59369, 0.951747;
3300, 6600, 15496.8, 2.59369, 0.951747;
3300, 6700, 14429.5, 2.18685, 0.873368;
3300, 6800, 13168.2, 2.18685, 0.873368;
3300, 6900, 11809.9, 2.18685, 0.762154;
3300, 7000, 10174, 1.90277, 0.762154;
3300, 7100, 9300.79, 1.8865, 0.762154;
3300, 7200, 8330.55, 1.8865, 0.762154;
3300, 7300, 7748.41, 1.8865, 0.593224;
3300, 7400, 6584.12, 1.8844, 0.32715;
3300, 7500, 6099, 1.8844, 0.32715;
3300, 7600, 5516.85, 1.8844, 0.279219;
3300, 7700, 5225.78, 1.83573, 0.279219;
3300, 7800, 4934.71, 1.83573, 0.279219;
3300, 7900, 4546.61, 1.83573, 0.279219;
3300, 8000, 3783.94, 1.83573, 0.188611;
3300, 8100, 3298.82, 1.83573, 0;
3300, 8200, 2813.7, 1.83573, 0;
3300, 8300, 2328.58, 1.83573, 0;
3300, 8400, 2231.56, 1.83573, 0;
3300, 8500, 2037.51, 1.83573, 0;
3300, 8600, 1940.48, 1.83573, 0;
3300, 8700, 1552.39, 1.83573, 0;
3300, 8800, 1455.36, 1.83573, 0;
3300, 8900, 1164.29, 1.83573, 0;
3300, 9000, 1067.27, 1.83573, 0;
3300, 9100, 582.145, 1.83573, 0;
3300, 9200, 582.145, 1.83573, 0;
3300, 9300, 388.097, 1.83573, 0;
3300, 9400, 388.097, 1.83573, 0;
3300, 9500, 194.048, 0, 0;
3300, 9600, 0, 0, 0;
3300, 9700, 0, 0, 0;
3300, 9800, 0, 0, 0;
3300, 9900, 0, 0, 0;
3300, 10000, 194.048, 0, 0;
3400, 1000, 2.11328e+06, 8.58002, 3.35742;
3400, 2000, 698946, 8.55204, 3.35741;
3400, 3000, 544035, 8.54351, 3.33046;
3400, 3100, 539243, 8.54339, 3.29334;
3400, 3200, 516164, 8.50266, 3.29238;
3400, 3300, 498137, 8.48737, 3.28764;
3400, 3400, 468525, 8.48539, 3.24722;
3400, 3500, 408855, 8.42328, 3.23617;
3400, 3600, 379029, 8.41153, 3.16086;
3400, 3700, 323769, 7.61308, 3.14563;
3400, 3800, 286564, 7.59911, 3.03601;
3400, 3900, 275310, 7.36667, 2.88745;
3400, 4000, 232480, 7.13258, 2.83602;
3400, 4100, 190897, 6.62566, 2.59489;
3400, 4200, 155439, 6.6248, 2.58125;
3400, 4300, 143713, 6.48564, 2.55973;
3400, 4400, 139070, 5.84388, 2.45801;
3400, 4500, 121970, 5.84388, 2.38715;
3400, 4600, 108415, 5.84388, 2.38108;
3400, 4700, 102170, 5.19048, 2.08971;
3400, 4800, 94545.7, 5.07702, 2.06775;
3400, 4900, 81898.8, 5.07692, 1.91265;
3400, 5000, 74538.5, 4.73461, 1.91264;
3400, 5100, 66415.5, 4.57956, 1.91235;
3400, 5200, 60413, 4.57956, 1.67782;
3400, 5300, 54119.4, 4.57956, 1.67041;
3400, 5400, 49074.2, 4.57956, 1.67041;
3400, 5500, 44417, 4.31128, 1.5124;
3400, 5600, 40050.9, 4.31128, 1.5124;
3400, 5700, 35975.9, 4.28188, 1.51239;
3400, 5800, 32483, 3.22671, 1.41159;
3400, 5900, 29669.3, 3.22671, 1.37602;
3400, 6000, 26848.6, 2.59919, 1.20699;
3400, 6100, 24714.1, 2.59919, 1.20699;
3400, 6200, 21900.4, 2.59369, 1.20699;
3400, 6300, 19765.9, 2.59369, 1.19497;
3400, 6400, 18019.4, 2.59369, 1.19497;
3400, 6500, 16661.1, 2.59369, 0.951747;
3400, 6600, 15496.8, 2.59369, 0.951747;
3400, 6700, 14429.5, 2.18685, 0.873368;
3400, 6800, 13168.2, 2.18685, 0.873368;
3400, 6900, 11809.9, 2.18685, 0.762154;
3400, 7000, 10174, 1.90277, 0.762154;
3400, 7100, 9300.79, 1.8865, 0.762154;
3400, 7200, 8330.55, 1.8865, 0.762154;
3400, 7300, 7748.41, 1.8865, 0.593224;
3400, 7400, 6584.12, 1.8844, 0.32715;
3400, 7500, 6099, 1.8844, 0.32715;
3400, 7600, 5516.85, 1.8844, 0.279219;
3400, 7700, 5225.78, 1.83573, 0.279219;
3400, 7800, 4934.71, 1.83573, 0.279219;
3400, 7900, 4546.61, 1.83573, 0.279219;
3400, 8000, 3783.94, 1.83573, 0.188611;
3400, 8100, 3298.82, 1.83573, 0;
3400, 8200, 2813.7, 1.83573, 0;
3400, 8300, 2328.58, 1.83573, 0;
3400, 8400, 2231.56, 1.83573, 0;
3400, 8500, 2037.51, 1.83573, 0;
3400, 8600, 1940.48, 1.83573, 0;
3400, 8700, 1552.39, 1.83573, 0;
3400, 8800, 1455.36, 1.83573, 0;
3400, 8900, 1164.29, 1.83573, 0;
3400, 9000, 1067.27, 1.83573, 0;
3400, 9100, 582.145, 1.83573, 0;
3400, 9200, 582.145, 1.83573, 0;
3400, 9300, 388.097, 1.83573, 0;
3400, 9400, 388.097, 1.83573, 0;
3400, 9500, 194.048, 0, 0;
3400, 9600, 0, 0, 0;
3400, 9700, 0, 0, 0;
3400, 9800, 0, 0, 0;
3400, 9900, 0, 0, 0;
3400, 10000, 194.048, 0, 0;
3500, 1000, 1.8617e+06, 8.41223, 3.2921;
3500, 2000, 559116, 8.38426, 3.29209;
3500, 3000, 458503, 8.37573, 3.27134;
3500, 3100, 454100, 8.37561, 3.23422;
3500, 3200, 443656, 8.33488, 3.23326;
3500, 3300, 432142, 8.33139, 3.22852;
3500, 3400, 415554, 8.33135, 3.22852;
3500, 3500, 387669, 8.26925, 3.22769;
3500, 3600, 364258, 8.25788, 3.15239;
3500, 3700, 315704, 7.45944, 3.13716;
3500, 3800, 278500, 7.44547, 3.03198;
3500, 3900, 267439, 7.22152, 2.8848;
3500, 4000, 230927, 6.98742, 2.83337;
3500, 4100, 189442, 6.4805, 2.59224;
3500, 4200, 154081, 6.47964, 2.58125;
3500, 4300, 142452, 6.34048, 2.55973;
3500, 4400, 137808, 5.69872, 2.45801;
3500, 4500, 120903, 5.69872, 2.38715;
3500, 4600, 107542, 5.69872, 2.38108;
3500, 4700, 101394, 5.04533, 2.08971;
3500, 4800, 93769.6, 4.93186, 2.06775;
3500, 4900, 81510.7, 4.93176, 1.91265;
3500, 5000, 74247.4, 4.6572, 1.91264;
3500, 5100, 66124.4, 4.57175, 1.91235;
3500, 5200, 60121.9, 4.57175, 1.67782;
3500, 5300, 53828.4, 4.57175, 1.67041;
3500, 5400, 48783.1, 4.57175, 1.67041;
3500, 5500, 44125.9, 4.30347, 1.5124;
3500, 5600, 39856.9, 4.30347, 1.5124;
3500, 5700, 35878.9, 4.27407, 1.51239;
3500, 5800, 32386, 3.22671, 1.41159;
3500, 5900, 29572.3, 3.22671, 1.37602;
3500, 6000, 26848.6, 2.59919, 1.20699;
3500, 6100, 24714.1, 2.59919, 1.20699;
3500, 6200, 21900.4, 2.59369, 1.20699;
3500, 6300, 19765.9, 2.59369, 1.19497;
3500, 6400, 18019.4, 2.59369, 1.19497;
3500, 6500, 16661.1, 2.59369, 0.951747;
3500, 6600, 15496.8, 2.59369, 0.951747;
3500, 6700, 14429.5, 2.18685, 0.873368;
3500, 6800, 13168.2, 2.18685, 0.873368;
3500, 6900, 11809.9, 2.18685, 0.762154;
3500, 7000, 10174, 1.90277, 0.762154;
3500, 7100, 9300.79, 1.8865, 0.762154;
3500, 7200, 8330.55, 1.8865, 0.762154;
3500, 7300, 7748.41, 1.8865, 0.593224;
3500, 7400, 6584.12, 1.8844, 0.32715;
3500, 7500, 6099, 1.8844, 0.32715;
3500, 7600, 5516.85, 1.8844, 0.279219;
3500, 7700, 5225.78, 1.83573, 0.279219;
3500, 7800, 4934.71, 1.83573, 0.279219;
3500, 7900, 4546.61, 1.83573, 0.279219;
3500, 8000, 3783.94, 1.83573, 0.188611;
3500, 8100, 3298.82, 1.83573, 0;
3500, 8200, 2813.7, 1.83573, 0;
3500, 8300, 2328.58, 1.83573, 0;
3500, 8400, 2231.56, 1.83573, 0;
3500, 8500, 2037.51, 1.83573, 0;
3500, 8600, 1940.48, 1.83573, 0;
3500, 8700, 1552.39, 1.83573, 0;
3500, 8800, 1455.36, 1.83573, 0;
3500, 8900, 1164.29, 1.83573, 0;
